Bill Amount,Who Tipped,Tip Amount,Ethnicity,Day Dined,Meal Period,How Dined,Overall Satisfaction,Will Return,Would Recommend,Greeted Friendly,Meal Quality,Overall Service,"Music, Lighting, Temp.",Cleanliness,Food Delivery Speed,Bev. Service Speed,Offered Appetizer
$21.94,Me,$3.00,White,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Don't Remember
$33.55,Me,$7.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Excellent,Very Good,Good,Good,No
$60.97,Me,$10.03,Hispanic,Sat,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$47.83,Me,$8.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.84,Me,$7.16,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$17.79,Me,$0.04,White,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Excellent,No
$7.41,Me,$2.00,White,Thu,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,No
$50.17,Me,$6.00,White,Tue,Dinner,Dine In,Excellent,Probably Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$33.58,Me,$3.75,Hispanic,Wed,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Very Good,Yes
$47.50,Me,$5.00,White,Thu,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$60.00,Me,$9.22,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,No
$34.55,Me,$6.45,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$60.44,Me,$7.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Excellent,Very Good,Very Good,Yes
$40.41,Me,$7.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.00,Me,$2.58,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$41.00,Me,$6.09,White,Sat,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$70.00,Me,$14.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$23.52,Me,$4.00,White,Fri,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Very Good,Don't Remember
$25.90,Me,$3.50,White,Sat,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Very Good,Very Good,Good,Very Good,No
$70.03,Me,$15.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,No
$44.92,Me,$10.00,Black,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Yes
$44.03,Me,$0.06,White,Fri,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Good,Very Good,Very Good,Very Good,Good,Excellent,No
$13.49,Me,$3.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$21.36,Me,$0.03,Prefer not to answer,Fri,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,No
$49.31,Me,$10.00,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$29.20,Me,$4.50,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$38.93,Me,$9.00,White,Sat,Lunch,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$47.29,Me,$8.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$70.00,Me,$20.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$15.50,Me,$1.50,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Good,Very Good,No
$132.06,Me,$21.00,Asian,Sat,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,No,Good,Good,Good,Good,Good,Fair,No
$29.43,Me,$4.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$30.30,Me,$5.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Excellent,Yes
$92.13,Me,$15.00,White,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Fair,Very Good,Very Good,Excellent,No
$50.24,Me,$6.00,Asian,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Very Good,No
$45.00,Me,$6.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Excellent,Good,Excellent,Very Good,Excellent,Don't Remember
$41.62,Me,$10.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$67.87,Me,$10.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$34.00,Me,$9.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$130.98,Me,$30.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,Don't Remember
$51.94,Me,$7.00,Prefer not to answer,Sat,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Good,Very Good,Good,Good,No
$9.72,Me,$5.50,Asian,Mon,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$37.96,Me,$4.25,White,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$26.86,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.87,Me,$4.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Excellent,Yes
$10.02,Me,$2.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.74,Me,$3.50,White,Sat,Dinner,Dine In,Very Good,Probably Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Excellent,Excellent,Don't Remember
$12.75,Me,$5.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$32.87,Me,$5.84,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.01,Me,$5.00,White,Fri,Lunch,Dine In,Poor,Might or Might Not,Probably Would Not,No,Poor,Poor - Poor,Very Good,Excellent,Fair,Poor,No
$28.01,Me,$3.00,White,Sun,Lunch,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Very Good,No
$61.68,Me,$12.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,Don't Remember
$42.84,Me,$5.00,Hispanic,Sat,Lunch,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Very Good,Very Good,Fair,Very Good,Good,Good,Yes
$31.26,Me,$5.00,White,Sat,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,No,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$14.76,Me,$5.24,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$70.70,Me,$14.30,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Very Good,Excellent,Excellent,Don't Remember
$56.42,Me,$11.00,Asian,Sun,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Good,Excellent,Excellent,Excellent,No
$29.12,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$59.52,Me,$4.00,Asian,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$76.73,Me,$8.92,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$84.16,Me,$0.12,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$90.69,Me,$10.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$42.64,Me,$7.36,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$33.60,Me,$5.50,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Excellent,Yes
$85.98,Me,$12.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Yes
$45.32,Me,$8.00,White,Sat,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Very Good,Excellent,Very Good,Very Good,Good,Yes
$28.98,Me,$4.52,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$65.43,Me,$13.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Very Good,Excellent,Excellent,Don't Remember
$15.74,Me,$3.00,Asian,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$82.55,Me,$20.00,Asian,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$15.39,Me,$2.50,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Good,Very Good,Very Good,Very Good,Yes
$23.66,Me,$5.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Yes
$11.42,Me,$4.00,White,Mon,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,Don't Remember
$180.76,Me,$29.63,Hispanic,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$24.52,Me,$3.48,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$30.58,Me,$5.00,Hispanic,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$36.29,Me,$10.00,Asian,Sat,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Good,Very Good,Very Good,Good,Good,Good,Yes
$26.25,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$20.38,Me,$4.00,Prefer not to answer,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$61.56,Me,$12.00,Hispanic,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$9.52,Me,,Asian,Fri,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,Yes
$23.00,Me,$5.00,Other,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Excellent,Yes
$75.60,Me,$10.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Good,Very Good,Excellent,Excellent,No
$10.64,Me,$5.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$26.93,Me,$8.00,White,Tue,Dinner,Dine In,Poor,Might or Might Not,Might or Might Not,Yes,Poor,Very Good,Very Good,Very Good,Good,Very Good,No
$35.55,Me,$6.45,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$65.02,Me,$9.00,White,Fri,Dinner,Dine In,Fair,Might or Might Not,Might or Might Not,No,Good,Fair,Excellent,Excellent,Fair,Fair,No
$32.22,Me,$5.00,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Excellent,Don't Remember
$29.19,Me,$6.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$31.00,Me,$0.05,Hispanic,Tue,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$28.54,Me,$5.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$9.08,Me,$4.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$25.95,Me,$5.00,Hispanic,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$29.36,Me,$0.04,White,Sat,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Very Good,Excellent,Good,Excellent,No
$64.27,Me,$6.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$118.20,Me,$22.00,White,Sun,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Very Good,Don't Remember
$37.06,Me,$7.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$12.00,Me,$3.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$32.84,Me,$7.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$45.17,Me,$5.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$34.33,Me,$5.67,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$35.75,Me,$7.00,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Very Good,Don't Remember
$27.86,Me,$3.00,Hispanic,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$22.64,Me,$4.00,Prefer not to answer,Wed,Lunch,Dine In,Excellent,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$25.34,Me,$7.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$60.38,Me,$15.00,White,Thu,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$18.13,Me,$3.87,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$23.78,Me,$5.00,White,Tue,Dinner,Dine In,Fair,Definitely Not,Definitely Would Not,Yes,Fair,Fair,Poor,Very Good,Fair,Poor,No
$34.51,Me,$5.00,Hispanic,Wed,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Very Good,No
$25.00,Me,$5.00,White,Wed,Lunch,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Good,Good,Don't Remember
$20.65,Me,$4.35,White,Wed,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,No
$20.81,Me,$3.00,White,Thu,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Good,Very Good,Fair,Very Good,Yes
$20.54,Me,$3.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Very Good,No
$80.07,Me,$12.00,Hispanic,Sun,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$24.99,Me,$5.00,Hispanic,Thu,Dinner,Dine In,Good,Might or Might Not,Definitely Would Not,No,Poor,Good,Very Good,Very Good,Good,Good,No
$9.73,Me,$3.00,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Excellent,No
$24.33,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$23.21,Me,$5.00,White,Thu,Dinner,Dine In,Good,Might or Might Not,Probably Would,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$46.01,Me,$9.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$15.75,Me,$3.50,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$45.15,Me,$5.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,Yes
$13.16,Me,$6.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$25.98,Me,$4.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$7.41,Me,$1.59,White,Fri,Lunch,Dine In,Very Good,Might or Might Not,Probably Would,Yes,Very Good,Very Good,Fair,Excellent,Very Good,Excellent,No
$19.88,Me,$5.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Yes
$10.16,Me,$3.50,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$29.00,Me,$3.89,Hispanic,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$23.52,Me,$6.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$27.52,Me,$5.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Very Good,Don't Remember
$19.42,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Don't Remember
$21.74,Me,$3.26,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Excellent,Good,Excellent,No
$145.00,Me,$25.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$95.00,Me,$13.41,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.95,Me,$5.10,White,Wed,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Excellent,Excellent,Yes
$35.45,Me,$4.00,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Good,Excellent,No
